infinitive,infinitive_english,mood,mood_english,tense,tense_english,form_1s,form_1s_english,form_2s,form_2s_english,form_3s,form_3s_english,form_1p,form_1p_english,form_2p,form_2p_english,form_3p,form_3p_english,gerund,gerund_english,pastparticiple,pastparticiple_english
confiscar,to confiscate,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había confiscado,had confiscated,habías confiscado,had confiscated,había confiscado,had confiscated,habíamos confiscado,had confiscated,habíais confiscado,had confiscated,habían confiscado,had confiscated,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube confiscado,,hubiste confiscado,,hubo confiscado,,hubimos confiscado,,hubisteis confiscado,,hubieron confiscado,,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría confiscado,would have confiscated,habrías confiscado,would have confiscated,habría confiscado,would have confiscated,habríamos confiscado,would have confiscated,habríais confiscado,would have confiscated,habrían confiscado,would have confiscated,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Subjuntivo,Subjunctive,Presente,Present,confisque,confiscate,confisques,confiscate,confisque,confiscates,confisquemos,confiscate,confisquéis,confiscate,confisquen,confiscate,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Subjuntivo,Subjunctive,Imperfecto,Imperfect,confiscara,was confiscating,confiscaras,were confiscating,confiscara,was confiscating,confiscáramos,were confiscating,confiscarais,were confiscating,confiscaran,were confiscating,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Subjuntivo,Subjunctive,Futuro,Future,confiscare,will confiscate,confiscares,will confiscate,confiscare,will confiscate,confiscáremos,will confiscate,confiscareis,will confiscate,confiscaren,will confiscate,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya confiscado,have confiscated,hayas confiscado,have confiscated,haya confiscado,has confiscated,hayamos confiscado,have confiscated,hayáis confiscado,have confiscated,hayan confiscado,have confiscated,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere confiscado,will have confiscated,hubieres confiscado,will have confiscated,hubiere confiscado,will have confiscated,hubiéremos confiscado,will have confiscated,hubiereis confiscado,will have confiscated,hubieren confiscado,will have confiscated,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera confiscado,had confiscated,hubieras confiscado,had confiscated,hubiera confiscado,had confiscated,hubiéramos confiscado,had confiscated,hubierais confiscado,had confiscated,hubieran confiscado,had confiscated,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,confiscate,confisca,confiscate,confiscad,confiscates,,confiscate,confisque,confiscate,confisquen,confiscate,confiscando,confiscating,confiscado,confiscated
confiscar,to confiscate,Imperativo Negativo,Imperative Negative,Presente,Present,,confiscate,no confisques,confiscate,no confisquéis,confiscates,,confiscate,no confisque,confiscate,no confisquen,confiscate,confiscando,confiscating,confiscado,confiscated
conjugar,to conjugate,Indicativo,Indicative,Presente,Present,conjugo,conjugate,conjugas,conjugate,conjuga,conjugates,conjugamos,conjugate,conjugáis,conjugate,conjugan,conjugate,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Futuro,Future,conjugaré,will conjugate,conjugarás,will conjugate,conjugará,will conjugate,conjugaremos,will conjugate,conjugaréis,will conjugate,conjugarán,will conjugate,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Imperfecto,Imperfect,conjugaba,was conjugating,conjugabas,were conjugating,conjugaba,was conjugating,conjugábamos,were conjugating,conjugabais,were conjugating,conjugaban,were conjugating,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Pretérito,Preterite,conjugué,conjugated,conjugaste,conjugated,conjugó,conjugated,conjugamos,conjugated,conjugasteis,conjugated,conjugaron,conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Condicional,Conditional,conjugaría,would conjugate,conjugarías,would conjugate,conjugaría,would conjugate,conjugaríamos,would conjugate,conjugaríais,would conjugate,conjugarían,would conjugate,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Presente perfecto,Present Perfect,he conjugado,have conjugated,has conjugado,have conjugated,ha conjugado,has conjugated,hemos conjugado,have conjugated,habéis conjugado,have conjugated,han conjugado,have conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré conjugado,will have conjugated,habrás conjugado,will have conjugated,habrá conjugado,will have conjugated,habremos conjugado,will have conjugated,habréis conjugado,will have conjugated,habrán conjugado,will have conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había conjugado,had conjugated,habías conjugado,had conjugated,había conjugado,had conjugated,habíamos conjugado,had conjugated,habíais conjugado,had conjugated,habían conjugado,had conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube conjugado,,hubiste conjugado,,hubo conjugado,,hubimos conjugado,,hubisteis conjugado,,hubieron conjugado,,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría conjugado,would have conjugated,habrías conjugado,would have conjugated,habría conjugado,would have conjugated,habríamos conjugado,would have conjugated,habríais conjugado,would have conjugated,habrían conjugado,would have conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Subjuntivo,Subjunctive,Presente,Present,conjugue,conjugate,conjugues,conjugate,conjugue,conjugates,conjuguemos,conjugate,conjuguéis,conjugate,conjuguen,conjugate,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Subjuntivo,Subjunctive,Imperfecto,Imperfect,conjugara,was conjugating,conjugaras,were conjugating,conjugara,was conjugating,conjugáramos,were conjugating,conjugarais,were conjugating,conjugaran,were conjugating,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Subjuntivo,Subjunctive,Futuro,Future,conjugare,will conjugate,conjugares,will conjugate,conjugare,will conjugate,conjugáremos,will conjugate,conjugareis,will conjugate,conjugaren,will conjugate,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya conjugado,have conjugated,hayas conjugado,have conjugated,haya conjugado,has conjugated,hayamos conjugado,have conjugated,hayáis conjugado,have conjugated,hayan conjugado,have conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere conjugado,will have conjugated,hubieres conjugado,will have conjugated,hubiere conjugado,will have conjugated,hubiéremos conjugado,will have conjugated,hubiereis conjugado,will have conjugated,hubieren conjugado,will have conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera conjugado,had conjugated,hubieras conjugado,had conjugated,hubiera conjugado,had conjugated,hubiéramos conjugado,had conjugated,hubierais conjugado,had conjugated,hubieran conjugado,had conjugated,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,conjugate,conjuga,conjugate,conjugad,conjugates,,conjugate,conjugue,conjugate,conjuguen,conjugate,conjugando,conjugating,conjugado,conjugated
conjugar,to conjugate,Imperativo Negativo,Imperative Negative,Presente,Present,,conjugate,no conjugues,conjugate,no conjuguéis,conjugates,,conjugate,no conjugue,conjugate,no conjuguen,conjugate,conjugando,conjugating,conjugado,conjugated
conocer,to know,Indicativo,Indicative,Presente,Present,conozco,know,conoces,know,conoce,knows,conocemos,know,conocéis,know,conocen,know,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Futuro,Future,conoceré,will know,conocerás,will know,conocerá,will know,conoceremos,will know,conoceréis,will know,conocerán,will know,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Imperfecto,Imperfect,conocía,was knowing,conocías,were knowing,conocía,was knowing,conocíamos,were knowing,conocíais,were knowing,conocían,were knowing,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Pretérito,Preterite,conocí,known,conociste,known,conoció,known,conocimos,known,conocisteis,known,conocieron,known,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Condicional,Conditional,conocería,would know,conocerías,would know,conocería,would know,conoceríamos,would know,conoceríais,would know,conocerían,would know,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Presente perfecto,Present Perfect,he conocido,have known,has conocido,have known,ha conocido,has known,hemos conocido,have known,habéis conocido,have known,han conocido,have known,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Futuro perfecto,Future Perfect,habré conocido,will have known,habrás conocido,will have known,habrá conocido,will have known,habremos conocido,will have known,habréis conocido,will have known,habrán conocido,will have known,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había conocido,had known,habías conocido,had known,había conocido,had known,habíamos conocido,had known,habíais conocido,had known,habían conocido,had known,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube conocido,,hubiste conocido,,hubo conocido,,hubimos conocido,,hubisteis conocido,,hubieron conocido,,conociendo,knowing,conocido,known
conocer,to know,Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría conocido,would have known,habrías conocido,would have known,habría conocido,would have known,habríamos conocido,would have known,habríais conocido,would have known,habrían conocido,would have known,conociendo,knowing,conocido,known
conocer,to know,Subjuntivo,Subjunctive,Presente,Present,conozca,know,conozcas,know,conozca,knows,conozcamos,know,conozcáis,know,conozcan,know,conociendo,knowing,conocido,known
conocer,to know,Subjuntivo,Subjunctive,Imperfecto,Imperfect,conociera,was knowing,conocieras,were knowing,conociera,was knowing,conociéramos,were knowing,conocierais,were knowing,conocieran,were knowing,conociendo,knowing,conocido,known
conocer,to know,Subjuntivo,Subjunctive,Futuro,Future,conociere,will know,conocieres,will know,conociere,will know,conociéremos,will know,conociereis,will know,conocieren,will know,conociendo,knowing,conocido,known
conocer,to know,Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya conocido,have known,hayas conocido,have known,haya conocido,has known,hayamos conocido,have known,hayáis conocido,have known,hayan conocido,have known,conociendo,knowing,conocido,known
conocer,to know,Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere conocido,will have known,hubieres conocido,will have known,hubiere conocido,will have known,hubiéremos conocido,will have known,hubiereis conocido,will have known,hubieren conocido,will have known,conociendo,knowing,conocido,known
conocer,to know,Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera conocido,had known,hubieras conocido,had known,hubiera conocido,had known,hubiéramos conocido,had known,hubierais conocido,had known,hubieran conocido,had known,conociendo,knowing,conocido,known
